year,per,pbr
2016,11.407445858945223,1.3598234092816468
2017,8.497072045033148,1.587459774863226
2018,5.989784863024299,0.9623507884043984
2019,17.62476310802274,1.3067620559728128
2020,21.088258266076544,1.8065221675614096
2021,13.553747619871906,1.5779017268858933
2022,6.86359687228497,0.956379572778446
2023,36.83716564992961,1.326679279678168
2024,10.747474747474747,0.810830951062804
2025,18.27,1.87
2026,10.53,3.07
2027,9.8,2.91
