Date,Adj Close
2000-01-04,4283.01904296875
2000-01-05,3911.497314453125
2000-01-06,3939.53759765625
2000-01-07,3883.459228515625
2000-01-10,4044.684326171875
2000-01-11,4044.684326171875
2000-01-12,4009.63671875
2000-01-13,4002.62548828125
2000-01-14,4086.743408203125
2000-01-17,4276.00927734375
2000-01-18,4276.00927734375
2000-01-19,4177.87158203125
2000-01-20,4233.94970703125
2000-01-21,4121.7919921875
2000-01-24,3995.617431640625
2000-01-25,3813.360107421875
2000-01-26,3841.39794921875
2000-01-27,3869.43896484375
2000-01-28,4079.735107421875
2000-01-31,3911.497314453125
2000-02-01,3729.2412109375
2000-02-02,3680.1728515625
2000-02-03,3596.055908203125
2000-02-04,3596.055908203125
2000-02-07,3673.162841796875
2000-02-08,3806.349609375
2000-02-09,4009.63671875
2000-02-10,4037.6728515625
2000-02-11,3995.617431640625
2000-02-14,3771.302001953125
2000-02-15,3645.1220703125
2000-02-16,3504.92626953125
2000-02-17,3561.0048828125
2000-02-18,3715.22216796875
2000-02-21,3553.994873046875
2000-02-22,3589.0439453125
2000-02-23,3603.06494140625
2000-02-24,3553.994873046875
2000-02-25,3589.0439453125
2000-02-28,3364.72900390625
2000-02-29,3589.0439453125
2000-03-01,3589.0439453125
2000-03-02,4121.7919921875
2000-03-03,4205.91162109375
2000-03-06,3953.555908203125
2000-03-07,3939.53759765625
2000-03-08,4149.8330078125
2000-03-09,3939.53759765625
2000-03-10,3883.459228515625
2000-03-13,3631.1015625
2000-03-14,3652.134521484375
2000-03-15,3785.318359375
2000-03-16,3785.318359375
2000-03-17,3841.39794921875
2000-03-20,3967.57568359375
2000-03-21,4121.7919921875
2000-03-22,4346.1103515625
2000-03-23,4346.1103515625
2000-03-24,4766.69921875
2000-03-27,4766.69921875
2000-03-28,4927.9248046875
2000-03-29,5369.54736328125
2000-03-30,4941.947265625
2000-03-31,4696.60009765625
2000-04-03,4976.99560546875
2000-04-04,4766.69921875
2000-04-05,4766.69921875
2000-04-06,4682.58056640625
2000-04-07,5047.09423828125
2000-04-10,5117.1923828125
2000-04-11,4976.99560546875
2000-04-12,4843.80908203125
2000-04-13,4843.80908203125
2000-04-14,4388.16650390625
2000-04-17,3869.43896484375
2000-04-18,4233.94970703125
2000-04-19,4205.91162109375
2000-04-20,4219.9306640625
2000-04-21,4240.96142578125
2000-04-24,4065.713623046875
2000-04-25,3953.555908203125
2000-04-26,3925.51708984375
2000-04-27,3785.318359375
2000-04-28,4205.91162109375
2000-05-01,4205.91162109375
2000-05-02,4402.18701171875
2000-05-03,4332.09033203125
2000-05-04,4332.09033203125
2000-05-05,4332.09033203125
2000-05-08,4598.462890625
2000-05-09,4598.462890625
2000-05-10,4451.25830078125
2000-05-11,4451.25830078125
2000-05-12,4318.06884765625
2000-05-15,4514.34521484375
2000-05-16,4766.69921875
2000-05-17,4850.81787109375
2000-05-18,4766.69921875
2000-05-19,4836.798828125
2000-05-22,4675.5732421875
2000-05-23,4472.28662109375
2000-05-24,4346.1103515625
2000-05-25,4205.91162109375
2000-05-26,3925.51708984375
2000-05-29,3827.379638671875
2000-05-30,3827.379638671875
2000-05-31,4318.06884765625
2000-06-01,4416.2080078125
2000-06-02,4640.52099609375
2000-06-05,4724.640625
2000-06-06,4724.640625
2000-06-07,4766.69921875
2000-06-08,4577.43359375
2000-06-09,4920.91845703125
2000-06-12,5040.0830078125
2000-06-13,4948.955078125
2000-06-14,5355.52587890625
2000-06-15,4906.8955078125
2000-06-16,4724.640625
2000-06-19,4696.60009765625
2000-06-20,5005.03515625
2000-06-21,4962.97607421875
2000-06-22,4934.935546875
2000-06-23,4906.8955078125
2000-06-26,5054.103515625
2000-06-27,5124.20068359375
2000-06-28,5271.40771484375
2000-06-29,5250.380859375
2000-06-30,5173.2724609375
2000-07-03,5257.38916015625
2000-07-04,5152.2412109375
2000-07-05,5208.32080078125
2000-07-06,5117.1923828125
2000-07-07,5159.25048828125
2000-07-10,5327.4873046875
2000-07-11,5222.341796875
2000-07-12,5355.52587890625
2000-07-13,5439.64404296875
2000-07-14,5292.43896484375
2000-07-17,5292.43896484375
2000-07-18,5229.3505859375
2000-07-19,5229.3505859375
2000-07-20,4836.798828125
2000-07-21,4850.81787109375
2000-07-24,4472.28662109375
2000-07-25,4402.18701171875
2000-07-26,4591.45361328125
2000-07-27,4367.1376953125
2000-07-28,4016.64501953125
2000-07-31,4135.8115234375
2000-08-01,4360.12841796875
2000-08-02,4254.98095703125
2000-08-03,4226.94091796875
2000-08-04,4149.8330078125
2000-08-07,3911.497314453125
2000-08-08,3911.497314453125
2000-08-09,4205.91162109375
2000-08-10,4318.06884765625
2000-08-11,4177.87158203125
2000-08-14,4219.9306640625
2000-08-15,4219.9306640625
2000-08-16,4500.32470703125
2000-08-17,4514.34521484375
2000-08-18,4346.1103515625
2000-08-21,4395.1767578125
2000-08-22,4528.36474609375
2000-08-23,4339.10107421875
2000-08-24,4360.12841796875
2000-08-25,4486.3046875
2000-08-28,4437.23681640625
2000-08-29,4360.12841796875
2000-08-30,4226.94091796875
2000-08-31,3834.390380859375
2000-09-01,3883.459228515625
2000-09-04,3743.259765625
2000-09-05,3610.073486328125
2000-09-06,3610.073486328125
2000-09-07,3357.71923828125
2000-09-08,3420.807373046875
2000-09-11,3420.807373046875
2000-09-12,3420.807373046875
2000-09-13,3420.807373046875
2000-09-14,3301.640869140625
2000-09-15,3049.28564453125
2000-09-18,2782.911865234375
2000-09-19,2916.099365234375
2000-09-20,3224.53125
2000-09-21,3084.333984375
2000-09-22,2663.74365234375
2000-09-25,2867.02978515625
2000-09-26,2803.94091796875
2000-09-27,2824.970703125
2000-09-28,2846.0
2000-09-29,2831.981201171875
2000-10-02,2670.754150390625
2000-10-03,2670.754150390625
2000-10-04,2726.8330078125
2000-10-05,2761.882080078125
2000-10-06,2733.842041015625
2000-10-09,2586.63623046875
2000-10-10,2565.605712890625
2000-10-11,2257.172607421875
2000-10-12,2201.093505859375
2000-10-13,2123.98486328125
2000-10-16,2123.98486328125
2000-10-17,1920.698974609375
2000-10-18,1913.6898193359375
2000-10-19,2032.8568115234375
2000-10-20,2334.281005859375
2000-10-23,2243.15234375
2000-10-24,2341.290283203125
2000-10-25,2250.162353515625
2000-10-26,2025.84765625
2000-10-27,2025.84765625
2000-10-30,1927.7098388671875
2000-10-31,1997.8087158203125
2000-11-01,2285.212646484375
2000-11-02,2327.271240234375
2000-11-03,2411.3896484375
2000-11-06,2460.459228515625
2000-11-07,2411.3896484375
2000-11-08,2390.35986328125
2000-11-09,2383.349609375
2000-11-10,2369.329833984375
2000-11-13,2208.10400390625
2000-11-14,2306.241943359375
2000-11-15,2376.340087890625
2000-11-16,2299.2314453125
2000-11-17,2257.172607421875
2000-11-20,2173.05517578125
2000-11-21,2215.11328125
2000-11-22,2201.093505859375
2000-11-23,2250.162353515625
2000-11-24,2383.349609375
2000-11-27,2649.723876953125
2000-11-28,2467.4677734375
2000-11-29,2257.172607421875
2000-11-30,2271.192138671875
2000-12-01,2229.13232421875
2000-12-04,2173.05517578125
2000-12-05,2271.192138671875
2000-12-06,2250.162353515625
2000-12-07,2285.212646484375
2000-12-08,2362.3203125
2000-12-11,2509.52685546875
2000-12-12,2453.44775390625
2000-12-13,2649.723876953125
2000-12-14,2537.5673828125
2000-12-15,2446.43896484375
2000-12-18,2495.507568359375
2000-12-19,2474.4775390625
2000-12-20,2341.290283203125
2000-12-21,2271.192138671875
2000-12-22,2201.093505859375
2000-12-25,2201.093505859375
2000-12-26,2215.11328125
2000-12-27,2215.11328125
2000-12-28,2215.11328125
2000-12-29,2215.11328125
2001-01-01,2215.11328125
2001-01-02,2348.300048828125
2001-01-03,2362.3203125
2001-01-04,2649.723876953125
2001-01-05,2733.842041015625
2001-01-08,2719.822021484375
2001-01-09,2691.783935546875
2001-01-10,2600.65478515625
2001-01-11,2551.58642578125
2001-01-12,2691.783935546875
2001-01-15,2747.86279296875
2001-01-16,2902.07861328125
2001-01-17,2958.158447265625
2001-01-18,3084.333984375
2001-01-19,3224.53125
2001-01-22,3189.483154296875
2001-01-23,3189.483154296875
2001-01-24,3189.483154296875
2001-01-25,3189.483154296875
2001-01-26,2789.9208984375
2001-01-29,2817.959716796875
2001-01-30,2881.048828125
2001-01-31,3084.333984375
2001-02-01,2993.20703125
2001-02-02,3007.226318359375
2001-02-05,2824.970703125
2001-02-06,2810.951171875
2001-02-07,2733.842041015625
2001-02-08,2846.0
2001-02-09,2853.01025390625
2001-02-12,2782.911865234375
2001-02-13,2789.9208984375
2001-02-14,2789.9208984375
2001-02-15,2895.06884765625
2001-02-16,2979.187255859375
2001-02-19,2937.1279296875
2001-02-20,2972.17822265625
2001-02-21,2916.099365234375
2001-02-22,2810.951171875
2001-02-23,2691.783935546875
2001-02-26,2691.783935546875
2001-02-27,2656.734130859375
2001-02-28,2621.68408203125
2001-03-01,2621.68408203125
2001-03-02,2530.55712890625
2001-03-05,2607.66455078125
2001-03-06,2663.74365234375
2001-03-07,2803.94091796875
2001-03-08,2810.951171875
2001-03-09,2691.783935546875
2001-03-12,2572.615478515625
2001-03-13,2551.58642578125
2001-03-14,2551.58642578125
2001-03-15,2747.86279296875
2001-03-16,2726.8330078125
2001-03-19,2663.74365234375
2001-03-20,2677.762939453125
2001-03-21,2712.813232421875
2001-03-22,2789.9208984375
2001-03-23,3014.236572265625
2001-03-26,3042.276123046875
2001-03-27,2909.08837890625
2001-03-28,2909.08837890625
2001-03-29,2867.02978515625
2001-03-30,2916.099365234375
2001-04-02,2796.93017578125
2001-04-03,2663.74365234375
2001-04-04,2565.605712890625
2001-04-05,2565.605712890625
2001-04-06,2691.783935546875
2001-04-09,2600.65478515625
2001-04-10,2551.58642578125
2001-04-11,2607.66455078125
2001-04-12,2810.951171875
2001-04-13,2846.0
2001-04-16,2761.882080078125
2001-04-17,2782.911865234375
2001-04-18,3000.217041015625
2001-04-19,3294.6298828125
2001-04-20,3147.42333984375
2001-04-23,3182.47216796875
2001-04-24,3084.333984375
2001-04-25,3168.45263671875
2001-04-26,3168.45263671875
2001-04-27,3042.276123046875
2001-04-30,3210.51220703125
2001-05-01,3210.51220703125
2001-05-02,3210.51220703125
2001-05-03,3224.53125
2001-05-04,3126.39404296875
2001-05-07,3224.53125
2001-05-08,3217.522216796875
2001-05-09,3154.43408203125
2001-05-10,3154.43408203125
2001-05-11,3091.345458984375
2001-05-14,3105.36474609375
2001-05-15,3042.276123046875
2001-05-16,2951.147705078125
2001-05-17,3105.36474609375
2001-05-18,3091.345458984375
2001-05-21,3210.51220703125
2001-05-22,3238.552001953125
2001-05-23,3294.6298828125
2001-05-24,3175.4638671875
2001-05-25,3112.37451171875
2001-05-28,3119.38427734375
2001-05-29,3252.57080078125
2001-05-30,3133.404296875
2001-05-31,2972.17822265625
2001-06-01,2972.17822265625
2001-06-04,2972.17822265625
2001-06-05,2846.0
2001-06-06,2846.0
2001-06-07,3000.217041015625
2001-06-08,3133.404296875
2001-06-11,3000.217041015625
2001-06-12,2958.158447265625
2001-06-13,3000.217041015625
2001-06-14,2965.167724609375
2001-06-15,2937.1279296875
2001-06-18,2874.039794921875
2001-06-19,2881.048828125
2001-06-20,2803.94091796875
2001-06-21,2775.90087890625
2001-06-22,2712.813232421875
2001-06-25,2712.813232421875
2001-06-26,2649.723876953125
2001-06-27,2607.66455078125
2001-06-28,2628.694580078125
2001-06-29,2691.783935546875
2001-07-02,2705.802734375
2001-07-03,2726.8330078125
2001-07-04,2761.882080078125
2001-07-05,2705.802734375
2001-07-06,2572.615478515625
2001-07-09,2397.3701171875
2001-07-10,2383.349609375
2001-07-11,2369.329833984375
2001-07-12,2467.4677734375
2001-07-13,2383.349609375
2001-07-16,2341.290283203125
2001-07-17,2341.290283203125
2001-07-18,2348.300048828125
2001-07-19,2481.488037109375
2001-07-20,2467.4677734375
2001-07-23,2425.408935546875
2001-07-24,2432.419189453125
2001-07-25,2502.517578125
2001-07-26,2544.57568359375
2001-07-27,2600.65478515625
2001-07-30,2600.65478515625
2001-07-31,2656.734130859375
2001-08-01,2775.90087890625
2001-08-02,2740.851806640625
2001-08-03,2796.93017578125
2001-08-06,2789.9208984375
2001-08-07,2705.802734375
2001-08-08,2663.74365234375
2001-08-09,2565.605712890625
2001-08-10,2614.67529296875
2001-08-13,2684.773681640625
2001-08-14,2768.89208984375
2001-08-15,2768.89208984375
2001-08-16,2733.842041015625
2001-08-17,2747.86279296875
2001-08-20,2663.74365234375
2001-08-21,2607.66455078125
