year,assumed_price_close,eps_est,bps_est,per_est,pbr_est,assumption
2026,67519.82850325732,5918.926053925665,77910.99779118039,11.407445858945223,0.8666276959284513,"PER=최근10개 유효연도 중앙값, EPS/BPS CAGR 연장"
2027,73832.94442110194,6472.346687773701,84899.9613310013,11.407445858945223,0.869646384563685,"PER=최근10개 유효연도 중앙값, EPS/BPS CAGR 연장"
