Date,FADU_440110.KQ,MRVL
2024-09-23,75.36945812807882,110.40897378193328
2024-09-24,77.4384236453202,109.4710884778666
2024-09-25,75.56650246305419,109.44034333213332
2024-09-26,76.84729064039408,112.93049802326661
2024-09-27,76.4039408866995,109.14821166126663
2024-09-30,73.64532019704434,110.88561151813336
2024-10-02,77.4384236453202,110.76260747457778
2024-10-04,80.09852216748769,112.86900773180004
2024-10-07,78.32512315270937,113.34563373768889
2024-10-08,76.35467980295566,112.40774843362222
2024-10-10,84.28571428571429,111.53136515133333
2024-10-11,82.46305418719211,113.79151459784447
2024-10-14,84.23645320197043,119.43419312995553
2024-10-15,95.02463054187193,122.0940998528667
2024-10-16,98.07881773399015,125.58425454399999
2024-10-17,97.29064039408867,122.86285752962227
2024-10-18,96.1576354679803,122.77059863179996
2024-10-21,95.32019704433498,125.8148841930889
2024-10-22,92.46305418719211,128.15190236908884
2024-10-23,98.76847290640394,125.8148841930889
2024-10-24,103.94088669950739,125.96863338237776
2024-10-25,110.83743842364532,125.47662893846665
2024-10-28,105.17241379310344,128.2902848506667
2024-10-29,111.33004926108374,130.4889322754
2024-10-30,109.60591133004927,127.30627596284447
2024-10-31,106.40394088669952,123.17035590820001
2024-11-01,95.96059113300493,130.33517135579993
2024-11-04,101.9704433497537,129.7355413063555
2024-11-05,94.5320197044335,134.05596742633335
2024-11-06,94.08866995073892,139.34501226579994
2024-11-07,94.63054187192118,144.43419606253337
2024-11-08,92.95566502463053,144.2189448514667
2024-11-11,91.67487684729065,141.8357913614
2024-11-12,87.04433497536945,142.65067262191107
2024-11-13,87.4384236453202,138.4840074215333
2024-11-14,85.91133004926108,139.45263787133325
2024-11-15,91.13300492610837,135.03997631415555
2024-11-18,86.50246305418719,136.3929856023333
2024-11-19,86.10837438423646,137.36161605213326
2024-11-20,85.17241379310346,138.1611306049333
2024-11-21,81.82266009852216,142.89668070902223
2024-11-22,76.5024630541872,142.2355486378
2024-11-25,80.14778325123153,141.82041292337772
2024-11-26,82.16748768472907,143.20417908759998
2024-11-27,82.70935960591133,138.53013100528884
2024-11-29,81.03448275862068,142.51230187064445
2024-12-02,81.92118226600985,148.92373807951108
2024-12-03,82.01970443349754,147.46310318580004
2024-12-04,79.16256157635469,181.6574413634
2024-12-05,80.64039408866995,174.30811985046668
2024-12-06,77.0935960591133,174.52337106153334
2024-12-09,70.44334975369459,164.5602664094444
2024-12-10,70.6896551724138,164.02213838177775
2024-12-11,71.87192118226601,171.2177107054222
2024-12-12,73.05418719211822,167.60455197073333
2024-12-13,74.63054187192118,185.68572408219993
2024-12-16,75.17241379310344,191.85116393426662
2024-12-17,77.98029556650246,172.5860984316222
2024-12-18,76.7487684729064,161.86961454079994
2024-12-19,74.8768472906404,167.75830116002223
2024-12-20,72.46305418719213,172.04797040395556
2024-12-23,69.26108374384236,174.90774989991112
2024-12-24,73.44827586206897,178.2749005474888
2024-12-26,72.21674876847291,177.9059001471333
2024-12-27,71.5270935960591,174.69249868884447
2024-12-30,73.89162561576354,171.67897000360003
2025-01-02,73.05418719211822,174.60023979102215
2025-01-03,77.83251231527095,181.70356494715554
2025-01-06,78.42364532019704,182.97970550584446
2025-01-07,76.20689655172413,178.70541469993336
2025-01-08,75.71428571428571,181.78044540695558
2025-01-10,73.94088669950739,175.76875474417776
2025-01-13,72.21674876847291,177.04489530286668
2025-01-14,73.4975369458128,177.1217640323555
2025-01-15,73.00492610837438,178.35178100728885
2025-01-16,73.10344827586206,180.7810580811111
2025-01-17,72.75862068965517,191.82041878853335
2025-01-21,72.9064039408867,190.3136485807555
2025-01-22,74.18719211822659,192.51229600548885
2025-01-23,72.66009852216749,193.81918170991105
2025-01-24,72.9064039408867,190.68264898111102
2025-01-31,69.85221674876847,173.52398373568886
2025-02-03,69.06403940886699,174.60023979102215
2025-02-04,68.91625615763547,168.65006288033334
2025-02-05,69.50738916256157,179.05903666226664
2025-02-06,70.6896551724138,183.3333274681777
2025-02-07,73.64532019704434,170.07995262831113
2025-02-10,71.5270935960591,173.4317365681778
2025-02-11,72.70935960591133,167.77367959804445
2025-02-12,69.11330049261085,162.08486575186663
2025-02-13,68.96551724137932,159.13283908839998
2025-02-14,75.61576354679804,163.76076358695556
2025-02-18,79.06403940886699,164.96002368584445
2025-02-19,87.33990147783251,170.7257062615111
2025-02-20,85.71428571428571,167.14329267255553
2025-02-21,85.17241379310346,159.60946509428885
2025-02-24,80.6896551724138,150.53813389282226
2025-02-25,80.78817733990148,142.98892787653332
2025-02-26,78.32512315270937,145.91020939426667
2025-02-27,76.45320197044335,134.7632230813111
2025-02-28,72.75862068965517,141.17465929017777
2025-03-04,70.5911330049261,135.80873399091112
2025-03-05,71.87192118226601,138.59163302706662
2025-03-06,72.3152709359606,111.13160787493331
2025-03-07,72.95566502463055,108.91758201217772
2025-03-10,66.99507389162561,100.96863044979996
2025-03-11,67.04433497536945,103.2595367723556
2025-03-12,68.42364532019704,107.39544509668886
2025-03-13,68.07881773399015,105.71955899191113
2025-03-14,68.66995073891626,105.68880211586662
2025-03-17,69.06403940886699,108.24108323324447
2025-03-18,67.48768472906403,104.98154646088886
2025-03-19,68.57142857142857,107.33394307491106
2025-03-20,68.07881773399015,108.37945398451106
2025-03-21,68.3743842364532,108.2257047952222
2025-03-24,65.8128078817734,111.86962040595559
2025-03-25,64.72906403940887,110.19372257086661
2025-03-26,63.891625615763544,102.6445282848889
2025-03-27,62.95566502463055,99.72324676715554
2025-03-28,60.3448275862069,95.38745393946667
2025-03-31,56.995073891625616,94.66481984646666
2025-04-01,57.04433497536946,96.35608438926663
2025-04-02,54.679802955665025,97.21709509868887
2025-04-03,50.98522167487685,85.5473533309333
2025-04-04,51.92118226600986,75.99938439326665
2025-04-07,46.84729064039409,78.41328302906666
2025-04-08,45.566502463054185,76.92189125931108
2025-04-09,43.399014778325125,93.72693454239997
2025-04-10,46.995073891625616,81.28843509788885
2025-04-11,47.4384236453202,82.08794378553331
2025-04-14,50.64039408866995,80.3505497938222
2025-04-15,49.802955665024626,81.98031817999998
2025-04-16,49.45812807881773,79.84317277704443
2025-04-17,49.75369458128079,79.48954494955555
2025-04-21,51.42857142857142,75.92250979862223
2025-04-22,50.59113300492611,77.82902555248886
2025-04-23,52.95566502463054,82.67220126211112
2025-04-24,54.187192118226605,88.14575803206668
2025-04-25,54.23645320197045,90.59040181359997
2025-04-28,53.89162561576355,90.25215242413334
2025-04-29,52.95566502463054,90.22140141324444
2025-04-30,52.26600985221674,89.74476954219998
2025-05-02,53.103448275862064,95.83333479962224
2025-05-07,52.56157635467981,86.57749166766668
2025-05-08,53.44827586206896,88.60701146508889
2025-05-09,50.49261083743842,91.712793183
2025-05-12,53.645320197044335,99.16974030146666
2025-05-13,58.669950738916256,100.6765105092445
2025-05-14,57.88177339901478,101.32226414244445
2025-05-15,56.50246305418719,100.24599635679994
2025-05-16,56.354679802955665,98.03197635919996
2025-05-19,54.187192118226605,96.18696262711111
2025-05-20,53.30049261083744,94.43419019737773
2025-05-21,52.66009852216749,92.42004883797777
2025-05-22,51.6256157635468,95.09532226859996
2025-05-23,50.98522167487685,93.3118046931333
2025-05-27,52.364532019704434,98.12422939186665
2025-05-28,50.935960591133004,99.30811105273327
2025-05-29,51.67487684729064,97.98585277544443
2025-05-30,50.837438423645324,92.54304701637774
2025-06-02,49.75369458128079,94.51107065717778
2025-06-04,51.6256157635468,101.93727262991115
2025-06-05,52.95566502463054,100.18450606533338
2025-06-09,52.758620689655174,106.30381060333332
2025-06-10,52.51231527093596,105.84255130515547
2025-06-11,54.97536945812808,104.92004443911107
2025-06-12,54.187192118226605,107.07256828008886
2025-06-13,52.56157635467981,103.30566035611113
2025-06-16,51.92118226600986,108.27182837897773
2025-06-17,52.364532019704434,107.6106963077555
2025-06-18,53.497536945812804,115.23677105353327
2025-06-20,56.748768472906406,113.0227569210889
2025-06-23,54.187192118226605,108.82533484466663
2025-06-24,55.61576354679802,115.6365283299333
2025-06-25,59.11330049261084,116.7435412613111
2025-06-26,61.42857142857143,122.95510469713334
2025-06-27,62.266009852216754,118.63469030746671
2025-06-30,66.65024630541872,119.00369070782222
2025-07-01,67.33990147783251,117.22016726719995
2025-07-02,67.83251231527093,114.16051499819999
2025-07-03,68.12807881773399,115.59040474617777
2025-07-07,66.94581280788178,110.00922823584447
2025-07-08,65.91133004926108,110.62422499299993
2025-07-09,62.80788177339901,111.10086272920002
2025-07-10,62.06896551724138,112.79212727199999
2025-07-11,62.06896551724138,111.79273994615554
2025-07-14,59.11330049261084,111.4852415675778
2025-07-15,59.55665024630542,111.33149237828891
2025-07-16,59.40886699507389,108.93296045019996
2025-07-17,60.09852216748769,110.71648389082225
2025-07-18,60.0,114.77552348566667
2025-07-21,60.591133004926114,112.33086797382217
2025-07-22,60.689655172413794,110.68572701477773
2025-07-23,60.88669950738917,112.65374479042217
2025-07-24,62.118226600985224,113.8376381816
2025-07-25,60.0,114.0990129764222
2025-07-28,59.35960591133005,116.71279611557782
2025-07-29,59.01477832512315,117.37391645648883
2025-07-30,58.76847290640394,125.67650171151105
2025-07-31,59.45812807881773,123.57011318460003
2025-08-01,56.945812807881765,114.46801337677772
2025-08-04,58.47290640394088,117.66604812735552
2025-08-05,58.620689655172406,117.81979731664438
2025-08-06,58.620689655172406,115.80565595724441
2025-08-07,59.26108374384237,116.62053721775551
2025-08-08,57.78325123152709,118.91143180999993
2025-08-11,56.40394088669951,118.81918464248886
2025-08-12,55.320197044334975,119.63406590299994
2025-08-13,60.295566502463046,121.95571737128887
2025-08-14,60.295566502463046,121.52521494915555
2025-08-18,61.42857142857143,117.9889249439555
2025-08-19,58.76847290640394,110.80873105833331
2025-08-20,56.256157635467986,109.50184535391112
2025-08-21,55.812807881773395,109.48646691588885
2025-08-22,57.29064039408867,112.23862080631109
2025-08-25,60.54187192118226,112.16174034651105
2025-08-26,63.891625615763544,114.17589343622222
2025-08-27,68.27586206896552,114.99077469673334
2025-08-28,68.96551724137932,118.74231591300004
2025-08-29,69.80295566502464,96.66358863299997
2025-09-02,68.42364532019704,99.3234894907555
2025-09-03,75.91133004926108,95.80258378873334
2025-09-04,75.51724137931033,98.55473181399996
2025-09-05,80.29556650246306,97.37085015313335
2025-09-08,83.5960591133005,101.47601333173333
2025-09-09,83.20197044334975,102.76752059813326
2025-09-10,82.70935960591133,103.1672778745333
2025-09-11,83.99014778325123,102.38314175975549
2025-09-12,84.43349753694581,103.55165671291107
2025-09-15,88.66995073891626,103.67466075646665
2025-09-16,91.72413793103448,105.8733081812
2025-09-17,94.48275862068965,109.13284495355559
2025-09-18,104.92610837438423,114.1297698524667
2025-09-22,119.21182266009853,116.12853277384441
2025-09-23,122.9064039408867,114.72939990191114
2025-09-24,121.92118226600985,123.13959903215547
2025-09-25,108.86699507389162,128.8591580240666
2025-09-26,107.88177339901478,127.8751491362444
2025-09-29,104.1871921182266,126.67588903735553
2025-09-30,108.86699507389162,129.25891530046664
2025-10-01,105.41871921182266,128.9821620676222
2025-10-02,112.31527093596058,132.53381878053327
2025-10-10,110.5911330049261,131.6266903525111
2025-10-13,116.99507389162562,137.4384965119333
2025-10-14,110.5911330049261,132.56457565657777
2025-10-15,111.82266009852218,136.66973883517775
2025-10-16,113.05418719211822,135.65498480162225
2025-10-17,109.60591133004927,135.2244706491777
2025-10-20,106.65024630541873,131.98031231484438
2025-10-21,108.12807881773398,129.55104697133336
2025-10-22,110.34482758620689,124.61562409420004
2025-10-23,105.91133004926108,127.2601406487777
2025-10-24,114.5320197044335,129.3511624679777
2025-10-27,117.48768472906403,136.3929856023333
2025-10-28,118.22660098522168,136.00860676395553
2025-10-29,118.22660098522168,138.6070114650889
2025-10-30,120.93596059113301,136.17773439126663
2025-10-31,125.1231527093596,144.1266859536444
2025-11-03,127.58620689655173,138.94526671971113
2025-11-04,128.07881773399015,134.67096418348882
2025-11-05,130.29556650246306,142.83517868724445
2025-11-06,123.15270935960592,143.49631075846668
2025-11-07,118.22660098522168,139.7908931259555
2025-11-10,129.064039408867,143.3425615691778
2025-11-11,128.07881773399015,137.34624934442223
2025-11-12,131.7733990147783,137.34624934442223
2025-11-13,124.63054187192117,134.56333857795548
2025-11-14,118.47290640394088,132.91819761891105
2025-11-17,120.19704433497537,128.30565155837772
2025-11-18,121.67487684729063,120.97170848346666
2025-11-19,111.82266009852218,125.03074807831109
2025-11-20,118.22660098522168,117.89667777644443
2025-11-21,109.85221674876848,119.08055943731104
2025-11-24,109.11330049261083,128.82841287833332
2025-11-25,111.08374384236453,128.27490641264444
2025-11-26,122.41379310344827,134.87084868684445
2025-11-28,136.20689655172413,137.45387494995555
2025-12-01,133.4975369458128,140.06764635879995
2025-12-02,128.57142857142858,142.8198002492222
2025-12-03,129.55665024630542,154.05903372968882
2025-12-04,126.10837438423646,150.96863631495557
2025-12-05,125.61576354679802,152.07564924633337
2025-12-08,122.66009852216749,141.4514125230222
2025-12-09,121.18226600985223,136.6851172732
2025-12-10,119.45812807881772,142.17404661602222
2025-12-11,118.22660098522168,137.49999853371108
2025-12-12,112.5615763546798,129.81242176615555
2025-12-15,114.77832512315271,129.55104697133336
2025-12-16,110.83743842364532,129.25891530046664
2025-12-17,108.37438423645321,125.61499968973327
2025-12-18,104.67980295566504,129.87392378793334
2025-12-19,104.67980295566504,129.28966044619992
2025-12-22,104.67980295566504,130.3813066698667
2025-12-23,104.67980295566504,134.80934666506664
2025-12-24,104.67980295566504,132.97969964068884
2025-12-26,104.67980295566504,132.74906999159992
2025-12-29,104.67980295566504,131.85732000160002
2025-12-30,104.67980295566504,133.39483535511113
2026-01-02,104.67980295566504,137.4384965119333
2026-01-05,104.67980295566504,138.73001550864447
2026-01-06,104.67980295566504,135.65498480162225
2026-01-07,104.67980295566504,130.13529858275552
2026-01-08,104.67980295566504,128.30565155837772
2026-01-09,104.67980295566504,127.95202959604444
2026-01-12,104.67980295566504,127.44464671411109
2026-01-13,104.67980295566504,127.69065480122225
2026-01-14,104.67980295566504,124.86162045099998
2026-01-15,104.67980295566504,123.58547989231106
2026-01-16,104.67980295566504,123.70848393586664
2026-01-20,104.67980295566504,122.69372990231113
2026-01-21,104.67980295566504,126.92189712446668
2026-01-22,104.67980295566504,127.76752353071107
2026-01-23,104.67980295566504,123.35486197353336
2026-01-26,104.67980295566504,125.72262529526658
2026-01-27,104.67980295566504,127.50614873588889
2026-01-28,104.67980295566504,128.56703808351114
2026-01-29,104.67980295566504,125.06149322404437
2026-01-30,104.67980295566504,121.34070888382217
2026-02-02,104.67980295566504,120.94096333773336
2026-02-03,135.96059113300493,116.14391121186667
2026-02-04,176.60098522167488,113.36101217571115
2026-02-05,220.19704433497535,114.0990129764222
2026-02-06,222.41379310344826,123.43173070302218
2026-02-09,241.87192118226602,126.61438701557775
2026-02-10,238.91625615763544,126.09163742593334
2026-02-11,243.10344827586206,125.06149322404437
2026-02-12,270.935960591133,120.27983126651114
2026-02-13,257.14285714285717,120.86408287793333
2026-02-19,254.1871921182266,122.40159823144442
