Date,삼성전자,SK하이닉스,파두
2025-01-08,78.1718963165075,130.14705882352942,75.71428571428571
2025-01-09,76.53478854024557,137.03208556149733,74.5320197044335
2025-01-10,75.44338335607094,136.02941176470588,73.94088669950739
2025-01-13,73.806275579809,129.87967914438502,72.21674876847291
2025-01-14,73.53342428376534,130.3475935828877,73.4975369458128
2025-01-15,73.2605729877217,132.4866310160428,73.00492610837438
2025-01-16,74.07912687585267,140.37433155080214,73.10344827586206
2025-01-17,73.2605729877217,143.38235294117646,72.75862068965517
2025-01-20,72.8512960436562,141.71122994652404,73.5960591133005
2025-01-21,72.98772169167803,145.72192513368984,72.9064039408867
2025-01-22,74.07912687585267,150.73529411764704,74.18719211822659
2025-01-23,73.2605729877217,146.72459893048128,72.66009852216749
2025-01-24,73.2605729877217,147.72727272727272,72.9064039408867
2025-01-31,71.48703956343793,133.15508021390374,69.85221674876847
2025-02-03,69.57708049113234,127.60695187165776,69.06403940886699
2025-02-04,71.89631650750341,127.74064171122994,68.91625615763547
2025-02-05,72.16916780354707,132.88770053475935,69.50738916256157
2025-02-06,73.66984993178718,136.02941176470588,70.6896551724138
2025-02-07,73.2605729877217,135.6951871657754,73.64532019704434
2025-02-10,75.85266030013642,132.4197860962567,71.5270935960591
2025-02-11,75.98908594815825,133.48930481283423,72.70935960591133
2025-02-12,76.12551159618009,132.95454545454547,69.11330049261085
2025-02-13,76.12551159618009,139.3716577540107,68.96551724137932
2025-02-14,76.39836289222373,140.37433155080214,75.61576354679804
2025-02-17,76.39836289222373,141.71122994652404,77.4384236453202
2025-02-18,77.62619372442019,140.37433155080214,79.06403940886699
2025-02-19,80.0818553888131,146.0561497326203,87.33990147783251
2025-02-20,79.67257844474761,141.71122994652404,85.71428571428571
2025-02-21,79.39972714870396,140.04010695187165,85.17241379310346
2025-02-24,78.1718963165075,137.03208556149733,80.6896551724138
2025-02-25,78.03547066848567,134.024064171123,80.78817733990148
2025-02-26,77.21691678035471,135.6951871657754,78.32512315270937
2025-02-27,76.80763983628923,133.15508021390374,76.45320197044335
2025-02-28,74.35197817189632,127.1390374331551,72.75862068965517
2025-03-04,74.35197817189632,124.39839572192513,70.5911330049261
2025-03-05,73.66984993178718,129.07754010695186,71.87192118226601
2025-03-06,74.07912687585267,128.6096256684492,72.3152709359606
2025-03-07,73.2605729877217,128.6096256684492,72.95566502463055
2025-03-10,73.2605729877217,125.60160427807487,66.99507389162561
2025-03-11,73.12414733969986,125.53475935828877,67.04433497536945
2025-03-12,74.89768076398363,132.95454545454547,68.42364532019704
2025-03-13,74.62482946793997,133.48930481283423,68.07881773399015
2025-03-14,74.62482946793997,136.69786096256684,68.66995073891626
2025-03-17,78.581173260573,137.70053475935828,69.06403940886699
2025-03-18,78.581173260573,135.6951871657754,67.48768472906403
2025-03-19,79.80900409276944,137.36631016042782,68.57142857142857
2025-03-20,82.12824010914052,140.37433155080214,68.07881773399015
2025-03-21,84.17462482946793,144.05080213903742,68.3743842364532
2025-03-24,82.537517053206,141.37700534759358,65.8128078817734
2025-03-25,81.58253751705321,139.0374331550802,64.72906403940887
2025-03-26,83.76534788540245,143.04812834224597,63.891625615763544
2025-03-27,84.31105047748977,138.36898395721926,62.95566502463055
2025-03-28,82.12824010914052,133.22192513368984,60.3448275862069
2025-03-31,78.85402455661664,127.47326203208556,56.995073891625616
2025-04-01,80.21828103683492,131.68449197860963,57.04433497536946
2025-04-02,80.21828103683492,132.2860962566845,54.679802955665025
2025-04-03,78.581173260573,130.0802139037433,50.98522167487685
2025-04-04,76.53478854024557,121.79144385026738,51.92118226600986
2025-04-07,72.57844474761255,110.16042780748663,46.84729064039409
2025-04-08,72.98772169167803,113.30213903743316,45.566502463054185
2025-04-09,72.3055934515689,110.29411764705883,43.399014778325125
2025-04-10,76.94406548431105,122.45989304812835,46.995073891625616
2025-04-11,75.30695770804911,120.85561497326202,47.4384236453202
2025-04-14,76.67121418826738,120.45454545454545,50.64039408866995
2025-04-15,77.21691678035471,120.72192513368985,49.802955665024626
2025-04-16,74.62482946793997,116.31016042780749,49.45812807881773
2025-04-17,75.17053206002728,116.97860962566844,49.75369458128079
2025-04-18,75.44338335607094,116.97860962566844,50.0
2025-04-21,75.57980900409277,118.04812834224599,51.42857142857142
2025-04-22,75.03410641200546,116.1764705882353,50.59113300492611
2025-04-23,75.98908594815825,120.98930481283423,52.95566502463054
2025-04-24,75.98908594815825,119.18449197860963,54.187192118226605
2025-04-25,75.98908594815825,123.2620320855615,54.23645320197045
2025-04-28,76.12551159618009,121.65775401069519,53.89162561576355
2025-04-29,76.12551159618009,120.85561497326202,52.95566502463054
2025-04-30,75.7162346521146,118.64973262032086,52.26600985221674
2025-05-02,74.07912687585267,124.33155080213905,53.103448275862064
2025-05-07,74.48840381991815,127.54010695187165,52.56157635467981
2025-05-08,74.48840381991815,127.20588235294117,53.44827586206896
2025-05-09,74.7612551159618,127.07219251336899,50.49261083743842
2025-05-12,78.581173260573,130.3475935828877,53.645320197044335
2025-05-13,77.62619372442019,132.68716577540107,58.669950738916256
2025-05-14,78.30832196452933,137.70053475935828,57.88177339901478
2025-05-15,78.1718963165075,134.024064171123,56.50246305418719
2025-05-16,77.48976807639836,136.69786096256684,56.354679802955665
2025-05-19,76.12551159618009,133.28877005347596,54.187192118226605
2025-05-20,76.2619372442019,135.02673796791444,53.30049261083744
2025-05-21,75.98908594815825,134.024064171123,52.66009852216749
2025-05-22,74.62482946793997,131.61764705882354,51.6256157635468
2025-05-23,73.94270122783084,133.6898395721925,50.98522167487685
2025-05-26,74.62482946793997,135.6951871657754,51.2807881773399
2025-05-27,73.53342428376534,135.3609625668449,52.364532019704434
2025-05-28,76.2619372442019,139.0374331550802,50.935960591133004
2025-05-29,76.53478854024557,141.71122994652404,51.67487684729064
2025-05-30,76.67121418826738,136.69786096256684,50.837438423645324
2025-06-02,77.48976807639836,138.70320855614972,49.75369458128079
2025-06-04,78.85402455661664,145.38770053475935,51.6256157635468
2025-06-05,80.6275579809004,150.0668449197861,52.95566502463054
2025-06-09,81.58253751705321,153.07486631016042,52.758620689655174
2025-06-10,80.76398362892225,154.07754010695186,52.51231527093596
2025-06-11,81.71896316507502,160.42780748663102,54.97536945812808
2025-06-12,81.17326057298773,157.4197860962567,54.187192118226605
2025-06-13,79.53615279672579,157.4197860962567,52.56157635467981
2025-06-16,78.03547066848567,165.77540106951872,51.92118226600986
2025-06-17,79.26330150068213,166.4438502673797,52.364532019704434
2025-06-18,81.58253751705321,164.77272727272728,53.497536945812804
2025-06-19,80.76398362892225,164.4385026737968,57.29064039408867
2025-06-20,81.17326057298773,171.7914438502674,56.748768472906406
2025-06-23,79.1268758526603,173.4625668449198,54.187192118226605
2025-06-24,82.537517053206,186.16310160427807,55.61576354679802
2025-06-25,83.62892223738064,191.1764705882353,59.11330049261084
2025-06-26,82.12824010914052,195.85561497326202,61.42857142857143
2025-06-27,82.94679399727148,189.83957219251337,62.266009852216754
2025-06-30,81.58253751705321,195.18716577540107,66.65024630541872
